numeroMuseo	numeroCampo	reino	filum	clase	orden	familia	genero	especie	continente	pais	provincia	canton	parroquia	localidad	localidadVerbatim	fuenteCoordenadas	altitudMax	altitudMin	datum	latitude	longitude	estadoDeterminacion	fechaInicioColeccion	fechaFinColeccion	fechaVerbatim	subespecie	variedad	forma	colector	fechaIdentificacion	tejidos	tipo	cita
QCA229801	3366	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Elleanthus	ecuadorensis		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano.	Galeras. southern slope of Sumaco volcano. 0°36''' 77°35''' -0.6,-77.5833 SW 1820 		1820			-0.6	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA229803	3365	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Epidendrum	englerianum		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano.	Galeras. southern slope of Sumaco volcano. 0°36''' 77°35''' -0.6,-77.5833 SW 1780 		1780			-0.6	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA229804	3364	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Epidendrum	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	M.A. Chinchero, E. Jaramillo & D. Simba  Sumaco volcano.	M.A. Chinchero, E. Jaramillo & D. Simba  Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1935 		1935			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA229895	3860	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Protium	glabrescens		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve. Plot 69.	Area of the Selva Viva reserve. Plot 69. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier		0			
QCA230007	3380	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Cryptocarya	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA230314	4782	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Área of the Yanayacu biological station, 3km SW of Cosanga.	Área of the Yanayacu biological station, 3km SW of Cosanga. 0°36''' 77°53''' -0.6,-77.8833 SW 2380 		2380			-0.6	-77.8833								J. Homeier		0			
QCA230806	3379	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Annona	papilionella		Ecuador	Napo	Desconocido	Desconocido	Galeras, southern slope of Sumaco volcano. 	Galeras, southern slope of Sumaco volcano.  0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA231048	3372	Plantae	Tracheophyta	Polypodiopsida	Cyatheales	Cyatheaceae	Cyathea	guentheriana		Ecuador	Napo	Desconocido	Desconocido	Galeras, southern slope of Sumaco volcano.	Galeras, southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 2000 		2000			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA232749	3757	Plantae	Tracheophyta	Magnoliopsida	Picramniales	Simaroubaceae	Simaba	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras. Río Chiriyacu.	Cordillera Galeras. Río Chiriyacu. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2009-04-06T00:00:00	2009-04-06T00:00:00					J. Homeier		0			
QCA232750	3765	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras. Río Chiriyacu.	Cordillera Galeras. Río Chiriyacu. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2009-04-06T00:00:00	2009-04-06T00:00:00					J. Homeier		0			
QCA232751	3767	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Flacourtiaceae	Xylosma	benthamii		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras. Río Chiriyacu.	Cordillera Galeras. Río Chiriyacu. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2009-04-06T00:00:00	2009-04-06T00:00:00					J. Homeier		0			
QCA232752	3785	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras. Río Chiriyacu.	Cordillera Galeras. Río Chiriyacu. 0°49''' 77°35''' -0.816667,-77.5833 SW 1060 		1060			-0.816667	-77.5833		2009-04-07T00:00:00	2009-04-07T00:00:00					J. Homeier		0			
QCA232753	3849	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Protium	glabrescens		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve. Plot 69.	Area of the Selva Viva reserve. Plot 69. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier		0			
QCA234262	3498	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Pleurothyrium	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Río Hollín watershed. Plot 80.	Río Hollín watershed. Plot 80. 0°38''' 77°47''' -0.633333,-77.7833 SW 1570 		1570			-0.633333	-77.7833		2008-03-27T00:00:00	2008-03-27T00:00:00					J. Homeier		0			
QCA234284	3350	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Annona	edulis		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano. Plot 11.	Southern slope of Sumaco volcano. Plot 11. 0°35''' 77°35''' -0.583333,-77.5833 SW 1950 		1950			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA234287	3527	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Tapirira	guianensis		Ecuador	Napo	Desconocido	Desconocido	Río Hollín watershed. Plot 79.	Río Hollín watershed. Plot 79. 0°38''' 77°47''' -0.633333,-77.7833 SW 1490 		1490			-0.633333	-77.7833		2008-03-28T00:00:00	2008-03-28T00:00:00					J. Homeier		0			
QCA234289	3838	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Guarea	kunthiana		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve. Plot 69.	Area of the Selva Viva reserve. Plot 69. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier		0			
QCA234303	3858	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Inga	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve. Plot 69.	Area of the Selva Viva reserve. Plot 69. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier		0			
QCA234304	3528	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Río Hollín watershed. Plot 78.	Río Hollín watershed. Plot 78. 0°38''' 77°47''' -0.633333,-77.7833 SW 1490 		1490			-0.633333	-77.7833		2008-03-28T00:00:00	2008-03-28T00:00:00					J. Homeier		0			
QCA234326	3347	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	cazaletii		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano. Plot 10.	Southern slope of Sumaco volcano. Plot 10. 0°35''' 77°35''' -0.583333,-77.5833 SW 1940 		1940			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA234361	3397	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	floribunda		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano. Plot 57.	Southern slope of Sumaco volcano. Plot 57. 0°35''' 77°35''' -0.583333,-77.5833 SW 2000 		2000			-0.583333	-77.5833		2008-03-21T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA234363	3374	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	maxima		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano. Plot 12.	Southern slope of Sumaco volcano. Plot 12. 0°35''' 77°35''' -0.583333,-77.5833 SW 2015 		2015			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA234495	3623	Plantae	Tracheophyta	Magnoliopsida	Picramniales	Simaroubaceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras. Plot 50.	Cordillera Galeras. Plot 50. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA234919	3369	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Sapium	stylare		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 2000 		2000			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA234920	3393	Plantae	Tracheophyta	Magnoliopsida	Ericales	Clethraceae	Clethra	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 2000 		2000			-0.583333	-77.5833		2008-03-21T00:00:00	2008-03-21T00:00:00					J. Homeier		0			
QCA235064	3391	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Cecropia	angustifolia		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 2000 		2000			-0.583333	-77.5833		2008-03-21T00:00:00	2008-03-21T00:00:00					J. Homeier		0			
QCA235065	E4720	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Reserva Guango.	Reserva Guango. 0°22''' 78°4''' -0.366667,-78.0667 SW 2890 		2890			-0.366667	-78.0667		2011-04-11T00:00:00	2011-04-11T00:00:00					J. Homeier		0			
QCA235066	3375	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Guarea	kunthiana		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 2015 		2015			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA235072	3681	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Licaria	terminalis		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1110 		1110			-0.833333	-77.5667		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA235073	3682	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Conceveiba	rhytidocarpa		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°50''' 77°33''' -0.833333,-77.55 SW 1110 		1110			-0.833333	-77.55		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA235075	3688	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Lacistemataceae	Lozania	klugii		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1110 		1110			-0.833333	-77.5667		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA235076	3691	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Hieronyma	asperifolia		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1110 		1110			-0.833333	-77.5667		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA235077	3646	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Licaria	terminalis		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-03T00:00:00	2008-04-03T00:00:00					J. Homeier		0			
QCA235078	3697	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Lacmellea	speciosa		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°50''' 77°37''' -0.833333,-77.6167 SW 1130 		1130			-0.833333	-77.6167		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA235081	3617	Plantae	Tracheophyta	Magnoliopsida	Ericales	Styracaceae	Styrax	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA235093	3672	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Siphoneugena	densiflora		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-03-04T00:00:00	2008-03-04T00:00:00					J. Homeier		0			
QCA235280	3368	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Blakea	subconnata		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano. Plot 13. 	Southern slope of Sumaco volcano. Plot 13.  0°35''' 77°35''' -0.583333,-77.5833 SW 2000 		2000			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA235521	3496	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Dussia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Río Hollin watershed.	Río Hollin watershed. 0°38''' 77°47''' -0.633333,-77.7833 SW 1570 		1570			-0.633333	-77.7833		2008-03-27T00:00:00	2008-03-27T00:00:00					J. Homeier		0			
QCA235670	3780	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Hieronyma	oblonga		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1060 		1060			-0.816667	-77.5833		2008-04-06T00:00:00	2008-04-06T00:00:00					J. Homeier		0			
QCA235677	3652	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	Hirtella	mutisii		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-03T00:00:00	2008-04-03T00:00:00					J. Homeier		0			
QCA236300	3750	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Cecropia	engleriana		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2008-04-06T00:00:00	2008-04-06T00:00:00					J. Homeier		0			
QCA236301	3751	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Sterculia	colombiana		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2008-04-06T00:00:00	2008-04-06T00:00:00					J. Homeier		0			
QCA236302	3752	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Verbenaceae	Vitex	cymosa		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2008-04-06T00:00:00	2008-04-06T00:00:00					J. Homeier		0			
QCA236303	3753	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Putranjivaceae	Drypetes	amazonica		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2008-04-06T00:00:00	2008-04-06T00:00:00					J. Homeier		0			
QCA236304	3755	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	Licania	harlingii		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2008-04-06T00:00:00	2008-04-06T00:00:00					J. Homeier		0			
QCA236305	3339	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Renealmia	puberula		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1920 		1920			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA236306	3756	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Clarisia	racemosa		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2008-04-06T00:00:00	2008-04-06T00:00:00					J. Homeier		0			
QCA236307	3353	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Cecropia	angustifolia		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1950 		1950			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA236308	3340	Plantae	Tracheophyta	Polypodiopsida	Cyatheales	Dicksoniaceae	Dicksonia	sellowiana		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1920 		1920			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA236309	3351	Plantae	Tracheophyta	Magnoliopsida	Apiales	Araliaceae	Dendropanax	macrophyllus		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1950 		1950			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA236310	3352	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Alchornea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1950 		1950			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA236311	3354	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Diogenesia	floribunda		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1950 		1950			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA236312	3346	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Verbenaceae	Aegiphila	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.			1940			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA236313	3342	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Clusia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1920 		1920			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA236314	3341	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	quijosana		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1920 		1920			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA236321	4754	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Province of  Napo, area of the Narupa reserve, Río Hollín watershed.	Province of  Napo, area of the Narupa reserve, Río Hollín watershed. 0°405''' 77°449''' -6.75,-84.4833 SW 1195 		1195						2011-04-25T00:00:00	2011-04-25T00:00:00					J. Homeier		0			
QCA236343	3551	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Chrysochlamys	nicaraguensis		Ecuador	Napo	Desconocido	Desconocido	Río Hollin watershed. 	Río Hollin watershed.  0°384''' 77°471''' -6.4,-84.85 SW 1550 		1550						2008-03-29T00:00:00	2008-03-29T00:00:00					J. Homeier		0			
QCA236344	3544	Plantae	Tracheophyta	Magnoliopsida	Apiales	Araliaceae	Sciodaphyllum	minutiflorum		Ecuador	Napo	Desconocido	Desconocido	Río Hollin atershed.	Río Hollin atershed. 0°384''' 77°471''' -6.4,-84.85 SW 1550 		1550						2008-03-29T00:00:00	2008-03-29T00:00:00					J. Homeier		0			
QCA236345	3550	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Clarisia	biflora		Ecuador	Napo	Desconocido	Desconocido	Río Hollin watershed. 			1550						2008-03-29T00:00:00	2008-03-29T00:00:00					J. Homeier		0			
QCA236346	3548	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Río Hollin watershed. 	Río Hollin watershed.  0°384''' 77°471''' -6.4,-84.85 SW 1550 		1550						2008-03-29T00:00:00	2008-03-29T00:00:00					J. Homeier		0			
QCA236347	3549	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Nectandra	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Río Hollin watershed. 	Río Hollin watershed.  0°384''' 77°471''' -6.4,-84.85 SW 1550 		1550						2008-03-29T00:00:00	2008-03-29T00:00:00					J. Homeier		0			
QCA236349	3547	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Byrsonima	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Río Hollin watershed. 	Río Hollin watershed.  0°384''' 77°471''' -6.4,-84.85 SW 1550 		1550						2008-03-29T00:00:00	2008-03-29T00:00:00					J. Homeier		0			
QCA236350	3546	Plantae	Tracheophyta	Magnoliopsida	Ericales	Actinidiaceae	Saurauia	adenodonta		Ecuador	Napo	Desconocido	Desconocido	Río Hollin watershed. 	Río Hollin watershed.  0°38''4' 77°47''1'  SW 1610		1610			-0.6344444444444444	-77.78361111111111		2008-03-29T00:00:00	2008-03-29T00:00:00					J. Homeier		0			
QCA236352	3543	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Blakea	henripittieri		Ecuador	Napo	Desconocido	Desconocido	Río Hollin watershed.	Río Hollin watershed. 0°384''' 77°471''' -6.4,-84.85 SW 1530 		1530						2008-03-29T00:00:00	2008-03-29T00:00:00					J. Homeier		0			
QCA236353	3542	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Clusia	lineata		Ecuador	Napo	Desconocido	Desconocido	Río Hollin watershed.	Río Hollin watershed. 0°383''' 77°469''' -6.38333,-84.8167 SW 1490 		1490						2008-03-29T00:00:00	2008-03-29T00:00:00					J. Homeier		0			
QCA236355	3541	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Río Hollin watershed.	Río Hollin watershed. 0°383''' 77°469''' -6.38333,-84.8167 SW 1490 		1490						2008-03-29T00:00:00	2008-03-29T00:00:00					J. Homeier		0			
