numeroMuseo	numeroCampo	reino	filum	clase	orden	familia	genero	especie	continente	pais	provincia	canton	parroquia	localidad	localidadVerbatim	fuenteCoordenadas	altitudMax	altitudMin	datum	latitude	longitude	estadoDeterminacion	fechaInicioColeccion	fechaFinColeccion	fechaVerbatim	subespecie	variedad	forma	colector	fechaIdentificacion	tejidos	tipo	cita
QCA218810	4967	Plantae	Tracheophyta	Magnoliopsida	Ericales	Myrsinaceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Road Papallacta to Baeza.	Road Papallacta to Baeza. 0°22''' 78°7''' -0.366667,-78.1167 SW 3100 		3100			-0.366667	-78.1167		2012-04-09T00:00:00	2012-04-09T00:00:00					J. Homeier		0			
QCA218811	4966	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Road Papallacta to Baeza.	Road Papallacta to Baeza. 0°22''' 78°7''' -0.366667,-78.1167 SW 3100 		3100			-0.366667	-78.1167		2012-04-09T00:00:00	2012-04-09T00:00:00					J. Homeier		0			
QCA218817	4946	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Gynoxys	subcinerea		Ecuador	Napo	Desconocido	Desconocido	Oyacachi.	Oyacachi. 0°12''' 78°8''' -0.2,-78.1333 SW 3680 		3680			-0.2	-78.1333		2012-04-07T00:00:00	2012-04-07T00:00:00					J. Homeier		0			
QCA218818	4947	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Fuchsia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Oyacachi.	Oyacachi. 0°12''' 78°8''' -0.2,-78.1333 SW 3680 		3680			-0.2	-78.1333		2012-04-08T00:00:00	2012-04-08T00:00:00					J. Homeier		0			
QCA218819	4948	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Polylepis	pauta		Ecuador	Napo	Desconocido	Desconocido	Oyacachi.	Oyacachi. 0°12''' 78°8''' -0.2,-78.1333 SW 3680 		3680			-0.2	-78.1333		2012-04-08T00:00:00	2012-04-08T00:00:00					J. Homeier		0			
QCA218820	4949	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Epilobium	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Oyacachi.	Oyacachi. 0°12''' 78°8''' -0.2,-78.1333 SW 3680 		3680			-0.2	-78.1333		2012-04-08T00:00:00	2012-04-08T00:00:00					J. Homeier		0			
QCA218821	4951	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Notopleura	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Road Papallacta to Baeza.	Road Papallacta to Baeza. 0°22''' 78°7''' -0.366667,-78.1167 SW 3180 		3180			-0.366667	-78.1167		2012-04-09T00:00:00	2012-04-09T00:00:00					J. Homeier		0			
QCA218822	4952	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Gesneriaceae	Kohleria	affinis		Ecuador	Napo	Desconocido	Desconocido	Road Papallacta to Baeza.	Road Papallacta to Baeza. 0°22''' 78°7''' -0.366667,-78.1167 SW 3180 		3180			-0.366667	-78.1167		2012-04-09T00:00:00	2012-04-09T00:00:00					J. Homeier		0			
QCA218823	4953	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Pleurothallis	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Road Papallacta to Baeza. Plot 92.	Road Papallacta to Baeza. Plot 92. 0°22''' 78°7''' -0.366667,-78.1167 SW 3100 		3100			-0.366667	-78.1167		2012-04-09T00:00:00	2012-04-09T00:00:00					J. Homeier		0			
QCA218827	4954	Plantae	Tracheophyta	Magnoliopsida	Proteales	Sabiaceae	Meliosma	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Road Papallacta to Baeza.	Road Papallacta to Baeza. 0°22''' 78°7''' -0.366667,-78.1167 SW 3100 		3100			-0.366667	-78.1167		2012-04-09T00:00:00	2012-04-09T00:00:00					J. Homeier		0			
QCA218828	4976	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Tournefortia	polystachya		Ecuador	Napo	Desconocido	Desconocido	Reserva Guango.	Reserva Guango. 0°22''' 78°4''' -0.366667,-78.0667 SW 2890 		2890			-0.366667	-78.0667		2012-04-10T00:00:00	2012-04-10T00:00:00					J. Homeier		0			
QCA218830	4972	Plantae	Tracheophyta	Magnoliopsida	Ericales	Clethraceae	Clethra	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Reserva Guango.	Reserva Guango. 0°22''' 78°4''' -0.366667,-78.0667 SW 2890 		2890			-0.366667	-78.0667		2012-04-10T00:00:00	2012-04-10T00:00:00					J. Homeier		0			
QCA218831	4998	Plantae	Tracheophyta	Magnoliopsida	Ericales	Myrsinaceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Yanayacu biological station, 3km SW of Cosanga.	Area of the Yanayacu biological station, 3km SW of Cosanga. 0°36''' 77°53''' -0.6,-77.8833 SW 2380 		2380			-0.6	-77.8833		2012-04-11T00:00:00	2012-04-11T00:00:00					J. Homeier		0			
QCA218832	4999	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Hieronyma	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Yanayacu biological station, 3km SW of Cosanga. 	Area of the Yanayacu biological station, 3km SW of Cosanga.  0°36''' 77°53''' -0.6,-77.8833 SW 2380 		2380			-0.6	-77.8833		2012-04-11T00:00:00	2012-04-11T00:00:00					J. Homeier		0			
QCA218859	4992	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Yanayacu biological station. 3km SW of Cosanga.	Area of the Yanayacu biological station. 3km SW of Cosanga. 0°36''' 77°53''' -0.6,-77.8833 SW 2380 		2380			-0.6	-77.8833		2012-04-11T00:00:00	2012-04-11T00:00:00					J. Homeier		0			
QCA218869	5003	Plantae	Tracheophyta	Polypodiopsida	Cyatheales	Cyatheaceae	Cyathea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Yanayacu Biological Station, 3 km SW of Cosanga. Plot 89.	Area of the Yanayacu Biological Station, 3 km SW of Cosanga. Plot 89. 0°36''' 77°53''' -0.6,-77.8833 SW 2380 		2380			-0.6	-77.8833		2012-04-11T00:00:00	2012-04-11T00:00:00					J. Homeier		0			
QCA218969	4989	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Road Papallacata-Baeza.	Road Papallacata-Baeza. °''' °''' 0,0  2290 		2290						2012-04-10T00:00:00	2012-04-10T00:00:00					J. Homeier		0			
QCA218995	4959	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Cestrum	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Road Papallacta to Baeza. Plot 91. 	Road Papallacta to Baeza. Plot 91.  0°22''' 78°7''' -0.366667,-78.1167 SW 3100 		3100			-0.366667	-78.1167		2012-04-09T00:00:00	2012-04-09T00:00:00					J. Homeier		0			
QCA218996	4958	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Road Papallacta to Baeza. Plot 91. 	Road Papallacta to Baeza. Plot 91.  0°22''' 78°7''' -0.366667,-78.1167 SW 3100 		3100			-0.366667	-78.1167		2012-04-09T00:00:00	2012-04-09T00:00:00					J. Homeier		0			
QCA221675	4987	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Pteridaceae	Vittaria	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Reserva Guango.	Reserva Guango. 0°22''' 78°4''' -0.366667,-78.0667 SW 2890 		2890			-0.366667	-78.0667		2012-04-10T00:00:00	2012-04-10T00:00:00					J. Homeier		0			
QCA224758	3784	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Lacistemataceae	Lozania	mutisiana		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras. Plot 29.	Cordillera Galeras. Plot 29. 0°49''' 77°35''' -0.816667,-77.5833 SW 1060 		1060			-0.816667	-77.5833		2008-04-07T00:00:00	2008-04-07T00:00:00					J. Homeier		0			
QCA224759	3754	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Coussarea	paniculata		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras. Plot 49.	Cordillera Galeras. Plot 49. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2008-04-06T00:00:00	2008-04-06T00:00:00					J. Homeier		0			
QCA224760	3764	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Faramea	oblongifolia		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras. Plot 49.	Cordillera Galeras. Plot 49. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2008-04-06T00:00:00	2008-04-06T00:00:00					J. Homeier		0			
QCA224761	3766	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Erythroxylaceae	Erythroxylum	macrophyllum		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras. Plot 49.	Cordillera Galeras. Plot 49. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2008-04-06T00:00:00	2008-04-06T00:00:00					J. Homeier		0			
QCA224762	3768	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Rudgea	verticillata		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras. Plot 49.	Cordillera Galeras. Plot 49. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2008-04-06T00:00:00	2008-04-06T00:00:00					J. Homeier		0			
QCA224763	3770	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	feijoi		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras. Plot 49.	Cordillera Galeras. Plot 49. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2008-04-06T00:00:00	2008-04-06T00:00:00					J. Homeier		0			
QCA224764	3774	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Mouriri	oligantha		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras. Plot 49.	Cordillera Galeras. Plot 49. 0°49''' 77°35''' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2008-04-06T00:00:00	2008-04-06T00:00:00					J. Homeier		0			
QCA224765	3847	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Pentagonia	amazonica		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve. Plot 69.	Area of the Selva Viva reserve. Plot 69. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-10T00:00:00	2008-04-10T00:00:00					J. Homeier		0			
QCA224766	3796	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	Hirtella	schultesii		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras. Plot 29.	Cordillera Galeras. Plot 29. 0°49''' 77°35''' -0.816667,-77.5833 SW 1060 		1060			-0.816667	-77.5833		2008-04-07T00:00:00	2008-04-07T00:00:00					J. Homeier		0			
QCA226265	4774	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Inga	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Área of the Selva Viva reserve.	Área of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 450 		450			-1.06667	-77.5167		2011-04-27T00:00:00	2011-04-27T00:00:00					J. Homeier		0			
QCA226270	4778	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' 1.06667,-77.5167 NW 470 		470			1.06667	-77.5167		2011-04-28T00:00:00	2011-04-28T00:00:00					J. Homeier		0			
QCA226332	4769	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Protium	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of Selva Viva reserve. Plot 70.	Area of Selva Viva reserve. Plot 70. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2011-04-27T00:00:00	2011-04-27T00:00:00					J. Homeier		0			
QCA226333	4770	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve. Plot 70.	Area of the Selva Viva reserve. Plot 70. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2011-04-27T00:00:00	2011-04-27T00:00:00					J. Homeier		0			
QCA226421	4777	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Inga	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva Reserve. Plot 74.	Area of the Selva Viva Reserve. Plot 74. 1°4''' 77°31''' -1.06667,-77.5167 SW 470 		470			-1.06667	-77.5167		2011-04-28T00:00:00	2011-04-28T00:00:00					J. Homeier		0			
QCA226429	4775	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva Reserve. Plot 72.	Area of the Selva Viva Reserve. Plot 72. 1°4''' 77°31''' -1.06667,-77.5167 SW 450 		450			-1.06667	-77.5167		2011-04-27T00:00:00	2011-04-27T00:00:00					J. Homeier		0			
QCA226430	4779	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva Reserve. Plot 74.	Area of the Selva Viva Reserve. Plot 74. 1°4''' 77°31''' -1.06667,-77.5167 SW 470 		470			-1.06667	-77.5167		2011-04-28T00:00:00	2011-04-28T00:00:00					J. Homeier		0			
QCA226436	4763	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Perebea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Narupa Reserve, Río Hollín watershed. Plot 66.	Area of the Narupa Reserve, Río Hollín watershed. Plot 66. 0°41''' 77°45''' -0.683333,-77.75 SW 1165 		1165			-0.683333	-77.75		2011-04-25T00:00:00	2011-04-25T00:00:00					J. Homeier		0			
QCA226453	4771	Plantae	Tracheophyta	Magnoliopsida	Ericales	Lecythidaceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva Reserve. Plot 72.	Area of the Selva Viva Reserve. Plot 72. 1°4''' 77°31''' -1.06667,-77.5167 SW 450 		450			-1.06667	-77.5167		2011-04-27T00:00:00	2011-04-27T00:00:00					J. Homeier		0			
QCA227268	4784	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano. Plot 16.	Southern slope of Sumaco volcano. Plot 16. 0°37''' 77°35''' -0.616667,-77.5833 SW 1610 		1610			-0.616667	-77.5833		2011-05-11T00:00:00	2011-05-11T00:00:00					J. Homeier		0			
QCA227269	4773	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Mabea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of Selva Viva reserve. Plot 72. 	Area of Selva Viva reserve. Plot 72.  1°4''' 77°31''' -1.06667,-77.5167 SW 450 		450			-1.06667	-77.5167		2011-04-27T00:00:00	2011-04-27T00:00:00					J. Homeier		0			
QCA227270	4772	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Myristicaceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva Reserve. Plot 72.	Area of the Selva Viva Reserve. Plot 72. 1°4''' 77°31''' -1.06667,-77.5167 SW 450 		450			-1.06667	-77.5167		2011-04-27T00:00:00	2011-04-27T00:00:00					J. Homeier		0			
QCA227909	4788	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano. Plot 18#440.	Southern slope of Sumaco volcano. Plot 18#440. 0°37''' 77°35''' -0.616667,-77.5833 SW 1590 		1590			-0.616667	-77.5833		2011-05-11T00:00:00	2011-05-11T00:00:00					J. Homeier		0			
QCA228647	4723	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Reserva Guango. Plot 90.	Reserva Guango. Plot 90. 0°22''' 78°4''' -0.366667,-78.0667 SW 2890 		2890			-0.366667	-78.0667		2011-04-11T00:00:00	2011-04-11T00:00:00					J. Homeier		0			
QCA229705	4750	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Nectandra	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of biological station Jatun Sacha.	Area of biological station Jatun Sacha. 1°4''' 77°37''' -1.06667,-77.6167 SW 400 		400			-1.06667	-77.6167		2011-04-23T00:00:00	2011-04-23T00:00:00					J. Homeier		0			
QCA229706	4753	Plantae	Tracheophyta	Magnoliopsida	Aquifoliales	Icacinaceae	Calatola	costaricensis		Ecuador	Napo	Desconocido	Desconocido	Area of biological station Jatun Sacha.	Area of biological station Jatun Sacha. 1°4''' 77°37''' -1.06667,-77.6167 SW 400 		400			-1.06667	-77.6167		2011-04-23T00:00:00	2011-04-23T00:00:00					J. Homeier		0			
QCA229707	4787	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Clarisia	biflora		Ecuador	Napo	Desconocido	Desconocido	Galeras, southern slope of Sumaco volcano.	Galeras, southern slope of Sumaco volcano. 0°37''' 77°35''' -0.616667,-77.5833 SW 1590 		1590			-0.616667	-77.5833		2011-05-11T00:00:00	2011-05-11T00:00:00					J. Homeier		0			
QCA229708	4761	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Narupa reserve, Río Hollín watershed. 	Area of the Narupa reserve, Río Hollín watershed.  0°41''' 77°45''' -0.683333,-77.75 SW 1165 		1165			-0.683333	-77.75		2011-04-25T00:00:00	2011-04-25T00:00:00					J. Homeier		0			
QCA229709	4762	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Dacryodes	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Narupa reserve, Río Hollín watershed. 	Area of the Narupa reserve, Río Hollín watershed.  0°41''' 77°45''' -0.683333,-77.75 SW 1165 		1165			-0.683333	-77.75		2011-04-25T00:00:00	2011-04-25T00:00:00					J. Homeier		0			
QCA229777	3363	Plantae	Tracheophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex	laurina		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano.	Galeras. southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1830 		1830			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA229778	3361	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	napoana		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano. 	Galeras. southern slope of Sumaco volcano.  0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA229779	3360	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano. 	Galeras. southern slope of Sumaco volcano.  0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA229780	3376	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Hieronyma	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano.	Galeras. southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 2015 		2015			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA229781	3373	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Anthurium	truncicola		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano.	Galeras. southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 2000 		2000			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA229782	3371	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Rhodostemonodaphne	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano.	Galeras. southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 2000 		2000			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA229783	3370	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	theaezans		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano.	Galeras. southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 2000 		2000			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA229784	3377	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Inga	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano. 	Galeras. southern slope of Sumaco volcano.  0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA229785	3381	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Byrsonima	arthropoda		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano. 	Galeras. southern slope of Sumaco volcano.  0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA229786	3384	Plantae	Tracheophyta	Magnoliopsida	Ericales	Myrsinaceae	Myrsine	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano. 	Galeras. southern slope of Sumaco volcano.  0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA229787	3388	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcia	aliena		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano. 	Galeras. southern slope of Sumaco volcano.  0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA229788	3382	Plantae	Tracheophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex	macarenensis		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano. 	Galeras. southern slope of Sumaco volcano.  0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA229789	3387	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	florida		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano. 	Galeras. southern slope of Sumaco volcano.  0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA229790	3385	Plantae	Tracheophyta	Magnoliopsida	Ericales	Myrsinaceae	Cybianthus	occigranatensis		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano. 	Galeras. southern slope of Sumaco volcano.  0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA229791	3389	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Cryptocarya	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano. 	Galeras. southern slope of Sumaco volcano.  0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA229792	3390	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Hieronyma	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano. 	Galeras. southern slope of Sumaco volcano.  0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA229793	3398	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Cestrum	megalophyllum		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano.	Galeras. southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 2000 		2000			-0.583333	-77.5833		2008-03-21T00:00:00	2008-03-21T00:00:00					J. Homeier		0			
QCA229794	3394	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Chrysochlamys	membranacea		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano.	Galeras. southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 2000 		2000			-0.583333	-77.5833		2008-03-21T00:00:00	2008-03-21T00:00:00					J. Homeier		0			
QCA229795	3396	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	theaezans		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano.	Galeras. southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 2000 		2000			-0.583333	-77.5833		2008-03-21T00:00:00	2008-03-21T00:00:00					J. Homeier		0			
QCA229796	3395	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano.	Galeras. southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 2000 		2000			-0.583333	-77.5833		2008-03-21T00:00:00	2008-03-21T00:00:00					J. Homeier		0			
QCA229798	3399	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Elaeagia	utilis		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano.	Galeras. southern slope of Sumaco volcano. 0°37''' 77°35''' -0.616667,-77.5833 SW 1580 		1580			-0.616667	-77.5833		2008-03-22T00:00:00	2008-03-22T00:00:00					J. Homeier		0			
QCA229800	3367	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Dussia	tessmannii		Ecuador	Napo	Desconocido	Desconocido	Galeras. southern slope of Sumaco volcano.	Galeras. southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 2000 		2000			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
