Site,Plot,PlotID,Year,Sample_ID,old_treeID,new_TreeID,family,genus,species,Type,C_percent,d13C_permil,N_percent,Cb_percent,d15N_permil,bulk_d13C_permil,herbarium_id,source_file,Elevation_m
Galeras,24.0,Galeras_24,2025,p24-8639,585.0,8639.0,Lacistemataceae,Lozania,klugii,leaf pulverized,44.0685383962201,-32.1956835423096,,,,,2083,Galeras_cellulose.xlsx,1000.0
Galeras,48.0,Galeras_48,2025,p62-8669,1404.0,8669.0,Apocynaceae,Lacmellea,speciosa,leaf pulverized,51.5501825647706,-31.9686377599029,,,,,3697,Galeras_cellulose.xlsx,1000.0
Galeras,48.0,Galeras_48,2025,p48-8685,1389.0,8685.0,Chrysobalanaceae,Parinari,klugii,leaf pulverized,43.9914834104145,-30.8479008876318,,,,,"3709,2455",Galeras_cellulose.xlsx,1000.0
Galeras,48.0,Galeras_48,2025,p48-8678,1398.0,8678.0,Sapotaceae,Ragala,sanguinolenta,leaf pulverized,44.9377877375942,-30.2763099384598,,,,,"3699,2460",Galeras_cellulose.xlsx,1000.0
Galeras,24.0,Galeras_24,2025,p24-8656,592.0,8656.0,Rubiaceae,,,leaf pulverized,42.851590238464,-31.0041351007367,,,,,3686,Galeras_cellulose.xlsx,1000.0
Galeras,24.0,Galeras_24,2025,p24-8641,580.0,8641.0,Moraceae,Sorocea,sp,leaf pulverized,45.6788402527187,-29.3942934566527,,,,,,Galeras_cellulose.xlsx,1000.0
Galeras,48.0,Galeras_48,2025,p48-8664,1414.0,8664.0,Moraceae,Pseudolmedia,laevis,leaf pulverized,45.0237138290824,-29.289136429301,,,,,3710,Galeras_cellulose.xlsx,1000.0
Galeras,50.0,Galeras_50,2025,p50-8796,1461.0,8796.0,Chrysobalanaceae,Licania,micrantha,leaf pulverized,44.3525207133124,-31.7096539307129,,,,,3627,Galeras_cellulose.xlsx,1500.0
Galeras,50.0,Galeras_50,2025,p50-8789,,8789.0,Fabaceae,Inga,,leaf pulverized,44.4600944308076,-27.6119893186605,,,,,,Galeras_cellulose.xlsx,1500.0
Galeras,50.0,Galeras_50,2025,p50-8609,1495.0,8609.0,Simaroubaceae,Simarouba,amara,leaf pulverized,44.4313352406064,-28.7444017194557,,,,,3623,Galeras_cellulose.xlsx,1500.0
Galeras,50.0,Galeras_50,2025,p50-8778,1465.0,8778.0,Lauraceae,Persea,aff. pseudofasciculata,leaf pulverized,46.6499858932052,-30.8356062037384,,,,,3621,Galeras_cellulose.xlsx,1500.0
Galeras,50.0,Galeras_50,2025,p50-8800,1464.0,8800.0,Euphorbiaceae,Alchornea,triplinervia,leaf pulverized,44.9796090135757,-28.1255697789897,,,,,3625,Galeras_cellulose.xlsx,1500.0
Galeras,50.0,Galeras_50,2025,p50-8612,1490.0,8612.0,Rutaceae,Zanthoxylum,melanostictum,leaf pulverized,52.2157059447287,-28.624586696603,,,,,,Galeras_cellulose.xlsx,1500.0
Galeras,48.0,Galeras_48,2025,p48-8658,1417.0,8658.0,Moraceae,Sorocea,sp.,leaf pulverized,43.8677361203235,-30.0566551236913,,,,,3706,Galeras_cellulose.xlsx,1000.0
Galeras,62.0,Galeras_62,2025,p62-8909,1882.0,8909.0,Symplocaceae,Symplocos,cf guacamayensis,leaf pulverized,45.7739986266509,-31.0274126439091,,,,,"3612,2529",Galeras_cellulose.xlsx,1500.0
Galeras,62.0,Galeras_62,2025,p62-8920,1872.0,8920.0,,,,leaf pulverized,45.2091672300969,-28.4703948807835,,,,,3595,Galeras_cellulose.xlsx,1500.0
Galeras,24.0,Galeras_24,2025,p24-8640,584.0,8640.0,Vochysiaceae,,,leaf pulverized,48.3668109395467,-28.089768184058,,,,,,Galeras_cellulose.xlsx,1000.0
Galeras,24.0,Galeras_24,2025,p24-8644,606.0,8644.0,Phyllanthaceae,Hieronyma,asperifolia,leaf pulverized,45.3467710094455,-30.6065220715266,,,,,3691,Galeras_cellulose.xlsx,1000.0
Galeras,62.0,Galeras_62,2025,p62-8911,1906.0,8911.0,Cunnoniaceae,Weinmannia,pinnata,leaf pulverized,44.4068661322818,-28.4056669789391,,,,,3607,Galeras_cellulose.xlsx,1500.0
Galeras,62.0,Galeras_62,2025,p62-8913,1905.0,8913.0,Fabaceae,Inga,,leaf pulverized,44.0519869123762,-28.2607410254784,,,,,,Galeras_cellulose.xlsx,1500.0
Galeras,24.0,Galeras_24,2025,p24-8633,590.0,8633.0,Clusiaceae,Garcinia,madruno,leaf pulverized,53.562366156364,-32.5217284052814,,,,,2073,Galeras_cellulose.xlsx,1000.0
Galeras,62.0,Galeras_62,2025,p62-8904,1896.0,8904.0,Phyllanthaceae,Hieronyma,oblonga,leaf pulverized,42.8829933778642,-30.6824111939395,,,,,2531,Galeras_cellulose.xlsx,1500.0
Galeras,24.0,Galeras_24,2025,p24-8643,611.0,8643.0,Melastomataceae,,,leaf pulverized,42.3291323522651,-26.8604457873218,,,,,2067,Galeras_cellulose.xlsx,1000.0
Galeras,62.0,Galeras_62,2025,p62-8935,,8935.0,Clusiaceae,Tovomita,,leaf pulverized,47.7447902483846,-27.1473256870557,,,,,,Galeras_cellulose.xlsx,1500.0
Galeras,48.0,Galeras_48,2025,p48-8667,1407.0,8667.0,Myrtaceae,Calyptranthes,,leaf pulverized,43.6800233807908,-31.2367170271732,,,,,3700,Galeras_cellulose.xlsx,1000.0
Galeras,24.0,Galeras_24,2025,p24-8654,595.0,8654.0,Phyllanthaceae,Hieronyma,oblonga,leaf pulverized,45.0157176833454,-31.481073004197,,,,,3689,Galeras_cellulose.xlsx,1000.0
Galeras,24.0,Galeras_24,2025,p24-8649,600.0,8649.0,Euphorbiaceae,Alchornea,,leaf pulverized,44.5666577303445,-28.841640962394,,,,,3665,Galeras_cellulose.xlsx,1000.0
Galeras,50.0,Galeras_50,2025,p50-8780,1470.0,8780.0,Styracaceae,Styrax,cordatus,leaf pulverized,46.6657515975042,-32.2435355746779,,,,,3617,Galeras_cellulose.xlsx,1500.0
Galeras,50.0,Galeras_50,2025,p50-8613,,8613.0,Apocynaceae,Apo28,,leaf pulverized,48.539882967714,-32.0729824104926,,,,,,Galeras_cellulose.xlsx,1500.0
Galeras,50.0,Galeras_50,2025,p50-8615,1486.0,8615.0,Lauraceae,Ocotea, cf. longifolia,leaf pulverized,47.6661354350682,-28.6791783933368,,,,,3620,Galeras_cellulose.xlsx,1500.0
Galeras,24.0,Galeras_24,2025,p24-8642,579.0,8642.0,Lecythidaceae,Eschweilera,caudiculata,leaf pulverized,48.3415836866317,-32.3566034758169,,,,,2081,Galeras_cellulose.xlsx,1000.0
Galeras,50.0,Galeras_50,2025,p50-8786,1459.0,8786.0,Melastomataceae,Ossaea,laxivenula,leaf pulverized,44.107567233824,-28.7987617301663,,,,,3624,Galeras_cellulose.xlsx,1500.0
Galeras,24.0,Galeras_24,2025,p24-8651,598.0,8651.0,Caryocaraceae,Caryocar,glabrum,leaf pulverized,44.2197495682497,-29.1780436768037,,,,,2069,Galeras_cellulose.xlsx,1000.0
Galeras,48.0,Galeras_48,2025,p48-8686,1390.0,8686.0,Annonaceae,Guatteria,gentryi,leaf pulverized,44.844345018092,-31.552590652176,,,,,"3707,2456",Galeras_cellulose.xlsx,1000.0
Galeras,48.0,Galeras_48,2025,p48-8663,1413.0,8663.0,Annonaceae,,,leaf pulverized,44.2462096729894,-32.7004934252271,,,,,3705,Galeras_cellulose.xlsx,1000.0
Galeras,48.0,Galeras_48,2025,p48-8672,1400.0,8672.0,Moraceae,Naucleopsis,ulei,leaf pulverized,45.141287351169,-27.0372808201266,,,,,3698,Galeras_cellulose.xlsx,1000.0
Galeras,48.0,Galeras_48,2025,p48-8666,1406.0,8666.0,Malpighiaceae,Byrsonima,,leaf pulverized,42.49,-31.49,,,,,"3703, 2461",Galeras_cellulose.xlsx,1000.0
Galeras,,Galeras_<NA>,2025,p48-3698,,3698.0,,,,leaf pulverized,41.93,-27.79,,,,,,Galeras_cellulose.xlsx,
Galeras,23.0,Galeras_23,2025,p23-8980,570.0,8980.0,Moraceae,Sorocea,trophoides,leaf pulverized,27.279999999999998,-28.17,,,,,2034,Galeras_cellulose.xlsx,1000.0
Galeras,23.0,Galeras_23,2025,p28-8974,564.0,8974.0,Sapotaceae,Cornuella,venezuelanense,leaf pulverized,40.54,-29.37,,,,,3745,Galeras_cellulose.xlsx,1000.0
SV,70.0,SV_70,2006,jh-p70-3904,,3604.0,Meliaceae,Guarea,,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3604.0,Meliaceae,Guarea,,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,69.0,SV_69,2006,jh-3841,2171.0,3605.0,Moraceae,Ficus,pulchella,leaf herbarium,46.0443129123116,-29.4115550285103,,,,,3841,SV_cellulose.xlsx,
SV,69.0,SV_69,2025,p69-3605,2171.0,3605.0,Moraceae,Ficus,pulchella,leaf pulverized,34.9329096455498,-29.1899606205167,2.2131455160225832,42.82614261488554,0.46,-31.85,3841,SV_cellulose.xlsx,
SV,69.0,SV_69,2025,p69-3605,2171.0,3605.0,Moraceae,Ficus,pulchella,leaf pulverized,35.83,-29.27,2.2131455160225832,42.82614261488554,0.46,-31.85,3841,SV_cellulose.xlsx,
SV,69.0,SV_69,2006,jh-3842,2172.0,3606.0,Moraceae,Batocarpus,orinocensis,leaf herbarium,42.58,-30.5,,,,,3842,SV_cellulose.xlsx,
SV,69.0,SV_69,2006,jh-3842,2172.0,3606.0,Moraceae,Batocarpus,orinocensis,leaf herbarium,42.6796233249461,-30.3608848275309,,,,,3842,SV_cellulose.xlsx,
SV,69.0,SV_69,2025,p69-3606,2172.0,3606.0,Moraceae,Batocarpus,orinocensis,leaf pulverized,45.5937982420793,-30.7104219532734,2.485796670088971,43.78430142968719,0.12,-31.98,3842,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3607.0,Indet,,,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3607.0,Indet,,,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,69.0,SV_69,2006,jh-3840,2170.0,3608.0,Meliaceae,Guarea,kunthiana,leaf herbarium,41.64,-32.33,,,,,3840,SV_cellulose.xlsx,
SV,69.0,SV_69,2025,p69-3609,2167.0,3609.0,Euphorbiaceae,Pseudosenefeldera,inclinata,leaf pulverized,42.2153607736312,-30.6732666344141,2.3410870298958253,43.3943697942952,-0.63,-32.26,,SV_cellulose.xlsx,
SV,69.0,SV_69,2006,jh-3838,2163.0,3610.0,Indet,,,leaf herbarium,44.77,-28.72,,,,,3838,SV_cellulose.xlsx,
SV,69.0,SV_69,2025,p69-3612,2180.0,3612.0,Myristicaceae,Otoba,parvifolia,leaf pulverized,49.475400021233,-30.3754078922675,1.4470048089621501,47.92818843283498,-0.86,-31.62,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3613.0,Euphorbiaceae,Pseudosenefeldera,inclinata,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3613.0,Euphorbiaceae,Pseudosenefeldera,inclinata,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,69.0,SV_69,2006,jh-3844,2177.0,3617.0,Fabaceae,Browneopsis,ucayalina,leaf herbarium,43.7,-32.18,,,,,3844,SV_cellulose.xlsx,
SV,69.0,SV_69,2025,p69-3619,2179.0,3619.0,Salicaceae,Tetrathylacium,macrophyllum,leaf pulverized,43.2832197782582,-32.3631333555326,1.9155342210977009,43.506160926739966,-0.12,-34.07,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-3892,2220.0,3622.0,Clusiaceae,Chrysochlamys,membranacea,leaf herbarium,47.31,-34.21,,,,,3892,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3622,2220.0,3622.0,Clusiaceae,Chrysochlamys,membranacea,leaf pulverized,42.2106791938408,-33.0984094704943,1.468680313508528,41.78782536686835,1.41,-33.8,3892,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3623,2218.0,3623.0,Melastomataceae,Miconia,elata,leaf pulverized,50.0511194882133,-32.9644172724988,2.344245815416083,46.32356375118532,1.86,-33.18,3882,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-3882,2218.0,3623.0,Melastomataceae,Miconia,elata,leaf herbarium,51.15,-33.49,,,,,3882,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-3881,2217.0,3624.0,Myristicaceae,Virola,flexuosa,leaf herbarium,44.69,-31.61,,,,,3881,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3624,2217.0,3624.0,Myristicaceae,Virola,flexuosa,leaf pulverized,52.95,-32.36,,,,,3881,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3625.0,indet,,,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3625.0,indet,,,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3626.0,Lauraceae,,,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3626.0,Lauraceae,,,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3627.0,Meliaceae,Guarea,,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3627.0,Meliaceae,Guarea,,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3893,2223.0,3628.0,Myristicaceae,Otoba,parvifolia,leaf herbarium,46.739999999999995,-32.37,,,,,3893,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-3893,2223.0,3628.0,Myristicaceae,Otoba,parvifolia,leaf herbarium,51.14,-32.63,,,,,3893,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3629,2224.0,3629.0,Meliaceae,Trichilia,septentrionalis,leaf pulverized,42.4863567490847,-30.9830539249629,3.5450074061000385,48.12524582095935,1.94,-32.25,3885,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3631,2246.0,3631.0,Lauraceae,Mespilodaphne,quixos,leaf pulverized,43.77,-31.43,,,,,3903,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3903,2246.0,3631.0,Lauraceae,Mespilodaphne,quixos,leaf herbarium,42.92,-28.3,,,,,3903,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3632.0,Moraceae,Pseudolmedia,laevigata,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3632.0,Moraceae,Pseudolmedia,laevigata,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3902,2245.0,3634.0,Annonaceae,Guatteria,cf multivenia,leaf herbarium,46.129999999999995,-30.43,,,,,3902,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3634,2245.0,3634.0,Annonaceae,Guatteria,cf multivenia,leaf pulverized,42.6405238957477,-33.9862141392051,1.1738292390740739,42.73580210356233,0.86,-35.61,3902,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-3889,2238.0,3635.0,Annonaceae,Annona,helosioides,leaf herbarium,46.35,-33.02,,,,,3889,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3635,2238.0,3635.0,Annonaceae,Annona,helosioides,leaf pulverized,41.47,-33.34,2.3290300688166137,42.864062422110685,0.67,-34.74,3889,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-3888,2236.0,3637.0,Sapotaceae,Pouteria,torta,leaf herbarium,46.37,-32.66,,,,,3888,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3639.0,Euphorbiaceae,Alchornea ,,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3639.0,Euphorbiaceae,Alchornea ,,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3640.0,Salicaceae,Banara,nitida,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3640.0,Salicaceae,Banara,nitida,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3641.0,indet,,,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3641.0,indet,,,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-3897,2233.0,3642.0,Rubiaceae,Chimarrhis,cf glabriflora,leaf herbarium,42.93,-27.39,,,,,3897,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-3897,2233.0,3642.0,Rubiaceae,Chimarrhis,cf glabriflora,leaf herbarium,45.5,-28.17,,,,,3897,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3642,2233.0,3642.0,Rubiaceae,Chimarrhis,cf glabriflora,leaf pulverized,42.3110226596482,-29.0136864851214,1.994461056810911,46.25106483743614,1.91,-31.42,3897,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3899,2239.0,3643.0,Melastomataceae,Miconia,,leaf herbarium,46.660000000000004,-30.56,,,,,3899,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,70-3643,2239.0,3643.0,Melastomataceae,Miconia,,leaf pulverized,46.0901105921165,-31.501955307122,,,,,3899,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-3899,2239.0,3643.0,Melastomataceae,Miconia,,leaf herbarium,46.23,-30.4,,,,,3899,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3644.0,Salicacia,Laetia,,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3644.0,Salicacia,Laetia,,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3645.0,Salicacia,Laetia,,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3645,,3645.0,Salicacia,Laetia,,leaf pulverized,42.6221781327326,-33.053099414117,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3645.0,Salicacia,Laetia,,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-3877,2207.0,3647.0,Moraceae,Maclura,tinctoria,leaf herbarium,49.2922799802687,-26.6330136161936,,,,,3877,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-4769,2208.0,3648.0,Burseraceae,Protium,,leaf herbarium,44.83,-31.59,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3649,2210.0,3649.0,Sapotaceae,Micropholis,guyanensis,leaf pulverized,42.9613720358194,-28.8520520712957,2.1352396,48.3725522,2.737714646464645,-31.18964284199364,3878,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3650,,3650.0,indet,,,leaf pulverized,42.13,-31.61,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3650.0,indet,,,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3650.0,indet,,,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3652.0,Meliaceae,Guarea,,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3652.0,Meliaceae,Guarea,,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-3876,2205.0,3654.0,Rubiaceae,Faramea,parvibractea,leaf herbarium,43.7429885211976,-34.2576307506012,,,,,3876,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-3876,2205.0,3654.0,Rubiaceae,Faramea,parvibractea,leaf herbarium,43.7429885211976,-34.2576307506012,,,,,3876,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3654,2205.0,3654.0,Rubiaceae,Faramea,parvibractea,leaf pulverized,42.1253720851618,-32.879883759186,2.201823142746578,39.56347601824302,1.86,-33.86,3876,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3654,2205.0,3654.0,Rubiaceae,Faramea,parvibractea,leaf pulverized,42.1253720851618,-32.879883759186,2.201823142746578,39.56347601824302,1.86,-33.86,3876,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3887,2230.0,3655.0,Bignoniaceae,Jacaranda,copaia,leaf herbarium,42.54,-30.91,,,,,3887,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3656.0,indet,,,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3656.0,indet,,,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3658,2202.0,3658.0,Achariaceae,Lindackeria,paludosa,leaf pulverized,45.45,-32.26,2.2130638,43.6691485,2.122085858585857,-33.32435503711559,3873,SV_cellulose.xlsx,
SV,70.0,SV_70,2025,p70-3658,2202.0,3658.0,Achariaceae,Lindackeria,paludosa,leaf pulverized,40.7185817747011,-31.5051012323677,2.2130638,43.6691485,2.122085858585857,-33.32435503711559,3873,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,3659.0,Meliaceae,Guarea,pterorhachis,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,3659.0,Meliaceae,Guarea,pterorhachis,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,69.0,SV_69,2025,p69-8617,,8617.0,,,,leaf pulverized,42.5482890591904,-30.1388182040637,1.853964833900083,44.30114955907127,2.34,-32.61,,SV_cellulose.xlsx,
SV,68.0,SV_68,2025,p68-8640,,8640.0,,,,leaf pulverized,44.8257164326167,-27.3770370113265,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,8688.0,Meliaceae,Guarea,sp.,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,8688.0,Meliaceae,Guarea,sp.,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,72.0,SV_72,2025,p72-8688,,8688.0,Meliaceae,Guarea,sp.,leaf pulverized,40.8654154955345,-28.7781098108072,2.6106295,45.6459654,2.867320707070705,-30.49869734888653,,SV_cellulose.xlsx,
SV,72.0,SV_72,2025,p72-8689,2310.0,8689.0,Myristicaceae,Virola,dixonii,leaf pulverized,45.5806811724309,-31.5216615977631,1.5163699,46.8505884,2.74851515151515,-32.67466002120891,3213,SV_cellulose.xlsx,
SV,72.0,SV_72,2006,jh-3213,2310.0,8689.0,Myristicaceae,Virola,dixonii,leaf herbarium,46.6494965106332,-32.1413488554602,,,,,3213,SV_cellulose.xlsx,
SV,72.0,SV_72,2025,p72-8690,2309.0,8690.0,Myrtaceae,Eugenia,,leaf pulverized,46.4981335324543,-29.06502482523,3.9906420999999996,43.2175376,2.370497474747473,-29.56024899257688,3209,SV_cellulose.xlsx,
SV,72.0,SV_72,2025,p72-8693,2314.0,8693.0,Fabaceae,Inga,multinervis,leaf pulverized,47.23,-32.18,,,,,3198,SV_cellulose.xlsx,
SV,72.0,SV_72,2006,jh-4774,2314.0,8693.0,Fabaceae,Inga,multinervis,leaf herbarium,44.19,-30.84,,,,,3198,SV_cellulose.xlsx,
SV,72.0,SV_72,2006,jh-3214,2303.0,8695.0,Rubiaceae,Pentagonia,amazonica,leaf herbarium,52.1703514062085,-31.974735763936,,,,,3214,SV_cellulose.xlsx,
SV,72.0,SV_72,2006,jh-p72-3214,2303.0,8695.0,Rubiaceae,Pentagonia,amazonica,leaf herbarium,44.879999999999995,-30.83,,,,,3214,SV_cellulose.xlsx,
SV,72.0,SV_72,2025,p72-8695,2303.0,8695.0,Rubiaceae,Pentagonia,amazonica,leaf pulverized,42.8309647382475,-31.9553391744547,1.9071872,46.0067295,2.867320707070705,-33.52029480381761,3214,SV_cellulose.xlsx,
SV,72.0,SV_72,2006,jh-3200,2315.0,8697.0,Myristicaceae,Otoba,parvifolia,leaf herbarium,50.61,-31.34,,,,,3200,SV_cellulose.xlsx,
SV,72.0,SV_72,2025,p72-8697,2315.0,8697.0,Myristicaceae,Otoba,parvifolia,leaf pulverized,42.7507551767448,-32.234447004374,1.4962710000000001,48.0305405,1.290446969696968,-30.84932640509014,3200,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,8698.0, Chrysobalanaceae,Hirtella,,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,8698.0, Chrysobalanaceae,Hirtella,,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,72.0,SV_72,2006,jh-3197,2319.0,8699.0,Rutaceae,Amyris,macrocarpa,leaf herbarium,57.5,-33.69,,,,,3197,SV_cellulose.xlsx,
SV,72.0,SV_72,2025,p72-8699,2319.0,8699.0,Rutaceae,Amyris,macrocarpa,leaf pulverized,41.9002689842602,-33.239736248638,1.9942396000000002,46.096468200000004,1.160840909090907,-34.56186935312832,3197,SV_cellulose.xlsx,
SV,68.0,SV_68,2006,jh-3939,,8802.0,Lauraceae,Ocotea,oblonga,leaf herbarium,43.988840957983,-32.2331863143944,,,,,,SV_cellulose.xlsx,
SV,70.0,SV_70,2006,jh-p70-3904,,8802.0,Lauraceae,Ocotea,oblonga,leaf herbarium,39.989999999999995,-31.98,,,,,,SV_cellulose.xlsx,
SV,72.0,SV_72,2025,p72-8803,2288.0,8803.0,Lecythidaceae,Eschweilera,,leaf pulverized,42.0082033106923,-31.0055258755093,1.3534934,45.863189999999996,2.284093434343433,-32.93247550371157,3196,SV_cellulose.xlsx,
SV,72.0,SV_72,2006,jh-4771,2288.0,8803.0,Lecythidaceae,Eschweilera,,leaf herbarium,45.63,-30.8,,,,,3196,SV_cellulose.xlsx,
SV,72.0,SV_72,2025,p72-8804,2289.0,8804.0,Sapotaceae,Pouteria,guianensis,leaf pulverized,44.1750069808239,-32.9490118438408,1.6758675,47.3760231,1.76566919191919,-34.8712479321315,3206,SV_cellulose.xlsx,
SV,72.0,SV_72,2006,jh-3206,2289.0,8804.0,Sapotaceae,Pouteria,guianensis,leaf herbarium,45.5796569444605,-31.9568923608235,,,,,3206,SV_cellulose.xlsx,
SV,72.0,SV_72,2006,jh-3199,2287.0,8807.0,Fabaceae,Browneopsis,ucayalina,leaf herbarium,46.84,-30.1,,,,,3199,SV_cellulose.xlsx,
